instance,size,density,sa_energy,cplex_energy,velox_energy,gap_cplex,gap_sa,runtime_velox,runtime_sa,runtime_cplex
random3BodyIsing_L=5000000_7.h5,9999998,4.99999939999956e-7,-1.919624e7,NaN,-1.9266604e7,NaN,-0.36655095,407.304813553,6956.628526075,NaN
random3BodyIsing_L=5000000_8.h5,9999998,4.99999939999956e-7,-1.9192596e7,NaN,-1.9239964e7,NaN,-0.2468035,399.726108204,6956.893137597,NaN
random3BodyIsing_L=5000000_9.h5,9999998,5.00000019999988e-7,-1.9196544e7,NaN,-1.9256328e7,NaN,-0.31143105,403.330135478,6955.476170341,NaN
random3BodyIsing_L=10000000_1.h5,19999998,2.499999649999905e-7,-3.8383464e7,NaN,-3.846697e7,NaN,-0.21755202,675.83195053,13951.504036632,NaN
random3BodyIsing_L=10000000_2.h5,19999998,2.500000049999985e-7,-3.838538e7,NaN,-3.8465372e7,NaN,-0.20839183,618.893056339,13950.784123714,NaN
random3BodyIsing_L=10000000_3.h5,19999998,2.500000049999985e-7,-3.8383228e7,NaN,-3.8487244e7,NaN,-0.27099335,625.478726034,13951.838970992,NaN
random3BodyIsing_L=10000000_4.h5,19999998,2.500000049999985e-7,-3.8378772e7,NaN,-3.8476444e7,NaN,-0.25449485,625.898332877,13951.658403132,NaN
random3BodyIsing_L=10000000_5.h5,19999998,2.499999849999945e-7,-3.8379464e7,NaN,-3.848743e7,NaN,-0.2813171,644.301755312,13950.385938178,NaN
random3BodyIsing_L=50000000_1.h5,99999998,4.999999619999983e-8,-1.9135926e8,NaN,-1.921537e8,NaN,-0.41515207,1967.050214989,69875.563702317,NaN
random3BodyIsing_L=50000000_2.h5,99999998,4.999999519999979e-8,-1.9135525e8,NaN,-1.9207597e8,NaN,-0.37663978,1960.510745225,69871.786159351,NaN
random3BodyIsing_L=100000000_1.h5,199999998,2.4999998599999972e-8,-3.812517e8,NaN,-3.8376294e8,NaN,-0.6586808,4121.657043055,139723.561716629,NaN
random3BodyIsing_L=100000000_2.h5,199999998,2.499999804999996e-8,-3.8069984e8,NaN,-3.8393898e8,NaN,-0.85083723,4198.355155381,265485.1107801,NaN
